structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
4916,1032,Defeat Whisperer 50 times,Defeat Whisperer 50 times,Asgarnia,Combat,All,3,Hard,1.8,,
4917,1033,Defeat Whisperer 150 times,Defeat Whisperer 150 times,Asgarnia,Combat,All,3,Hard,0.4,,
4920,1034,Defeat Leviathan,Defeat Leviathan,Kharidian Desert,Combat,All,3,Hard,28.1,,
4921,1035,Defeat Leviathan 50 times,Defeat Leviathan 50 times,Kharidian Desert,Combat,All,3,Hard,15.4,,
4922,1036,Defeat Leviathan 150 times,Defeat Leviathan 150 times,Kharidian Desert,Combat,All,3,Hard,7.8,,
4925,1037,Defeat Duke Sucellus,Defeat Duke Sucellus,Fremennik Province,Combat,All,3,Hard,31.5,,
4926,1038,Defeat Duke Sucellus 50 times,Defeat Duke Sucellus 50 times,Fremennik Province,Combat,All,3,Hard,14.8,,
4927,1039,Defeat Duke Sucellus 150 times,Defeat Duke Sucellus 150 times,Fremennik Province,Combat,All,3,Hard,7,,
4930,1040,Complete Tombs of Amascut,Complete Tombs of Amascut on normal or Expert,Kharidian Desert,Combat,All,3,Hard,60.4,,"Completion of   Beneath Cursed Sands Gives 3 Sage's Renown, despite that system only appearing in the Shattered Relics League and has no effect here."
5943,1041,Complete Tombs of Amascut 25 times,Complete Tombs of Amascut on normal or Expert 25 times,Kharidian Desert,Combat,All,3,Hard,18.3,,"Completion of   Beneath Cursed Sands Gives 3 Sage's Renown, despite that system only appearing in the Shattered Relics League and has no effect here."
5946,1042,Guardians of the Rift 25 Rifts closed,Close the Rift in the Temple of the Eye 25 times,Kharidian Desert,Skill,,3,Hard,3.4,RUNECRAFT 27,27 Runecraft
4937,1043,Defeat Phantom Muspah,Defeat Phantom Muspah,Fremennik Province,Combat,All,3,Hard,47.9,,
4938,1044,Defeat Phantom Muspah 50 times,Defeat Phantom Muspah 50 times,Fremennik Province,Combat,All,3,Hard,23.5,,
4939,1045,Defeat Phantom Muspah 150 times,Defeat Phantom Muspah 150 times,Fremennik Province,Combat,All,3,Hard,5.2,,
4941,1046,Complete Tzhaar-Ket-Rak's first challenge,Complete Tzhaar-Ket-Rak's first challenge,Karamja,Minigame,All,3,Hard,33.9,,Completion of   TzHaar Fight Cave
4942,1047,Complete Tzhaar-Ket-Rak's second challenge,Complete Tzhaar-Ket-Rak's second challenge,Karamja,Minigame,All,3,Hard,28.6,,Completion of   TzHaar Fight Cave
4943,1048,Complete Tzhaar-Ket-Rak's third challenge,Complete Tzhaar-Ket-Rak's third challenge,Karamja,Minigame,All,3,Hard,23.2,,Completion of   TzHaar Fight Cave
4950,1049,Complete a Mahogany homes expert contract,Complete a Mahogany homes expert contract,Global,Minigame,,3,Hard,22.6,CONSTRUCTION 70,70 Construction
4951,1050,Complete 50 Mahogany homes contracts,Complete 50 Mahogany homes contracts,Global,Minigame,,3,Hard,8.6,,
4954,1051,Mine a shooting star,Mine a shooting star,Global,Minigame,,3,Hard,55.4,MINING 10,10 Mining
4957,1052,Giants' Foundry 150 quality sword,Hand in a sword with at least 150 quality in Giants' Foundry,Kharidian Desert,Minigame,,3,Hard,26.4,,Completion of   Sleeping Giants
4958,1053,Giants' Foundry 25 handins,Hand in 25 successful swords to Kovac,Kharidian Desert,Minigame,,3,Hard,10.7,,Completion of   Sleeping Giants
4959,1054,Giants' Foundry 50 handins,Hand in 50 successful swords to Kovac,Kharidian Desert,Minigame,,3,Hard,2.9,,Completion of   Sleeping Giants
4971,1055,Equip the Ancient Sceptre,Obtain and Equip the Ancient Sceptre,Fremennik Province,Combat,Support,3,Hard,37.9,ATTACK 50; MAGIC 70; STRENGTH 60,"70 Magic,  50 Attack,  60 Strength"
4979,1056,Equip the Lightbearer,Obtain and Equip the Lightbearer,Kharidian Desert,Combat,All,3,Hard,45.8,,Completion of   Beneath Cursed Sands
4984,1057,Create the Colossal Rune Pouch,Create the Colossal Rune Pouch from Guardians of the Rift,Kharidian Desert,Skill,,3,Hard,23.8,CRAFTING 56; RUNECRAFT 27,"27 Runecraft,  56 Crafting"
4985,1058,Equip the Abyssal Lantern,Obtain and Equip the Abyssal Lantern,Kharidian Desert,Skill,,3,Hard,20.7,RUNECRAFT 27,27 Runecraft
4990,1059,Equip a full set of the Smith's outfit,"Equip a full set of the Smith's outfit, purchased from the Giant's Foundry minigame",Kharidian Desert,Minigame,,3,Hard,14.6,SMITHING 15,15 Smithing Completion of   Sleeping Giants
4992,1060,Obtain the Fish Barrel,Obtain the Fish Barrel from Tempoross,Kharidian Desert,Minigame,,3,Hard,17.5,FISHING 35,35 Fishing
5007,1061,Plant an Anima Seed,Plant an Anima Seed in the Farming Guild,Kourend & Kebos,Skill,,3,Hard,46.6,FARMING 76,76 Farming
5009,1062,Smith a Rune Item,Smith a Runite Item,Global,Skill,,3,Hard,26.2,SMITHING 85,85 Smithing
5011,1063,Chop 200 Redwood Logs,Chop 200 Redwood Logs from Redwood Trees,Kourend & Kebos,Skill,,3,Hard,26.5,WOODCUTTING 90,90 Woodcutting
5039,1064,Loot a dragonstone from the Rogues Castle,Loot a dragonstone from the chest in Rogue's Castle,Wilderness,Other,,3,Hard,35.8,THIEVING 84,84 Thieving
5048,1065,Trade in a cat for death runes,Trade in a cat for death runes in Ardougne,Kandarin,Other,All,3,Hard,11.3,,"Completion of   Gertrude's Cat, partial completion of   Plague City"
5068,1066,Unlock permanent boat travel with Andras,Unlock permanent boat travel with Andras in Morytania,Morytania,Other,All,3,Hard,63.5,,"1,000,000 coins"
5086,1067,Make 50 Menaphite Remedies,Make 50 Menaphite Remedies,Kharidian Desert,Skill,,3,Hard,1,HERBLORE 88,88 Herblore Completion of   Beneath Cursed Sands
5088,1068,Open 50 Larran's Chests,Open 50 of either Larran's Small Chest or Larran's Big Chest,Wilderness,Combat,All,3,Hard,39,,
5090,1069,Open 10 Muddy Chests,Open 10 Muddy Chests,Wilderness,Combat,All,3,Hard,9.3,,
5093,1070,Cook 100 pies,Cook 100 pies,Global,Skill,,3,Hard,16.9,COOKING 10,10 Cooking Using the Bake Pie spell does NOT complete the task
5094,1071,Cook 20 Redberry Pies,Cook 20 Redberry Pies,Global,Skill,,3,Hard,22.3,COOKING 10,10 Cooking Using the Bake Pie spell does NOT complete the task
5098,1072,Create a black d'hide shield,Create a black d'hide shield,Global,Skill,,3,Hard,3.2,CRAFTING 83; FIREMAKING 80; FLETCHING 92; SMITHING 89; WOODCUTTING 90,"83 Crafting,  92 Fletching  89 Smithing (or completion of   Haunted Mine for access to level 61-80 zombies in Tarn's Lair) for Rune nails.  90  and Kourend or  80  and Morytania for Redwood logs"
5099,1073,Blow 100 Light Orbs,Blow 100 Light Orbs,Global,Skill,,3,Hard,18.3,CRAFTING 87,87 Crafting
5101,1074,Burn 20 Blisterwood Logs,Burn 20 Blisterwood Logs,Morytania,Skill,,3,Hard,35.5,FIREMAKING 62; WOODCUTTING 62,"62 Firemaking,  62 Woodcutting Completion of   Sins of the Father"
5102,1075,Burn 200 Redwood Logs,Burn 200 Redwood Logs in Kourend,Kourend & Kebos,Skill,,3,Hard,18.6,FIREMAKING 90; WOODCUTTING 90,"90 Firemaking,  90 Woodcutting"
5106,1076,Fletch 200 Magic Longbow (u),Fletch 200 Magic Longbow (u),Global,Skill,,3,Hard,18.6,FLETCHING 85,85 Fletching
5107,1077,Fletch a Magic Shield,Fletch a Magic Shield,Global,Skill,,3,Hard,20.1,FLETCHING 87,87 Fletching
5108,1078,Fletch a Redwood Shield,Fletch a Redwood Shield in Kourend,Kourend & Kebos,Skill,,3,Hard,17.3,FLETCHING 92; WOODCUTTING 90,"92 Fletching,  90 Woodcutting"
5124,1079,Mine 200 Soft Clay in Tirannwn,Mine 200 Soft Clay in Tirannwn,Tirannwn,Skill,,3,Hard,35.2,MINING 70,70 Mining
5129,1080,Complete 50 laps of the Prifddinas Agility Course,Complete 50 laps of the Prifddinas Agility Course,Tirannwn,Skill,,3,Hard,20.2,AGILITY 75,75 Agility
5130,1081,Chop 100 Teak Logs in Prifddinas,Chop 100 Teak Logs in Prifddinas,Tirannwn,Skill,,3,Hard,78,WOODCUTTING 35,35 Woodcutting
5131,1082,Make 50 Teak Planks in Prifddinas,Make 50 Teak Planks in Prifddinas,Tirannwn,Skill,All,3,Hard,73.4,,
5133,1083,Kill 50 Elves in Tirannwn,Kill 50 Elves in Tirannwn,Tirannwn,Combat,All,3,Hard,66.8,,
5134,1084,Use a prayer altar to restore 90 prayer in Prifddinas,Use a prayer altar to restore 90 prayer points in Prifddinas,Tirannwn,Skill,,3,Hard,57.3,PRAYER 90,90 Prayer
5136,1085,Obtain a Magic seed from a birds nest,Obtain a Magic seed from a birds nest,Global,Skill,All,3,Hard,12.1,,
5710,1086,Defeat Cerberus 50 times,Defeat Cerberus 50 times,Asgarnia,Combat,All,3,Hard,43.7,SLAYER 91,91 Slayer
5711,1087,Defeat Cerberus 150 times,Defeat Cerberus 150 times,Asgarnia,Combat,All,3,Hard,18.9,SLAYER 91,91 Slayer
5713,1088,Cook 20 Karambwans in a row,Cook 20 Karambwans in a row without buring them,Karamja,Skill,,3,Hard,60.1,COOKING 30,30 Cooking Completion of   Tai Bwo Wannai Trio
5717,1089,Defeat Venenatis 50 times,Defeat Venenatis or Spindel 50 times,Wilderness,Combat,All,3,Hard,47.6,,
5718,1090,Defeat Venenatis 150 times,Defeat Venenatis or Spindel 150 times,Wilderness,Combat,All,3,Hard,25.7,,
5720,1091,Defeat Vet'ion 50 times,Defeat Vet'ion or Calvar'ion 50 times,Wilderness,Combat,All,3,Hard,43.7,,
5721,1092,Defeat Vet'ion 150 times,Defeat Vet'ion or Calvar'ion 150 times,Wilderness,Combat,All,3,Hard,16.3,,
5723,1093,Defeat Callisto 50 times,Defeat Callisto or Artio 50 times,Wilderness,Combat,All,3,Hard,49.2,,
5724,1094,Defeat Callisto 150 times,Defeat Callisto or Artio 150 times,Wilderness,Combat,All,3,Hard,31.9,,
5727,1095,Complete Beneath Cursed Sands,Complete Beneath Cursed Sands quest,Kharidian Desert,Quest,All,3,Hard,71.3,AGILITY 62; CRAFTING 55; FIREMAKING 55,"62 Agility,  55 Crafting,  55 Firemaking Completion of   Contact!"
5732,1096,Complete 1 Speed Task,Complete a Combat Achievement Speed task,Global,Achievement,All,3,Hard,58.1,,
5733,1097,Complete 5 Speed Tasks,Complete 5 Combat Achievement Speed tasks,Global,Achievement,All,3,Hard,45,,
5758,1098,Kill a Frogeel,Kill a Frogeel underneath the Tower of Life,Kandarin,Combat,All,3,Hard,12.5,,Completion of   Tower of Life
5759,1099,Kill a Jubster,Kill a Jubster underneath the Tower of Life,Kandarin,Combat,All,3,Hard,4.8,,"Completion of   Tower of Life, partial completion of   Recipe for Disaster"
5765,1100,Score a Goal in Gnomeball,Score a Goal in Gnomeball,Kandarin,Other,All,3,Hard,44.8,,
5771,1101,100 Collection log slots,Obtain 100 unique collection log slots,Global,Achievement,All,3,Hard,66.3,,
5772,1102,200 Collection log slots,Obtain 200 unique collection log slots,Global,Achievement,All,3,Hard,45.7,,
5825,1103,Equip Full Ahrims Armour Set,Equip a full set of Ahrims items,Morytania,Combat,All,3,Hard,21.5,ATTACK 70; DEFENCE 70; MAGIC 70,"70 Magic,  70 Defence,  70 Attack"
5826,1104,Equip Full Guthans Armour Set,Equip a full set of Guthans items,Morytania,Combat,All,3,Hard,26.5,ATTACK 70; DEFENCE 70,"70 Defence,  70 Attack"
5827,1105,Equip Full Dharoks Armour Set,Equip a full set of Dharoks items,Morytania,Combat,All,3,Hard,26.5,ATTACK 70; DEFENCE 70; STRENGTH 70,"70 Strength,  70 Defence,  70 Attack"
5828,1106,Equip Full Veracs Armour Set,Equip a full set of Veracs items,Morytania,Combat,All,3,Hard,17.7,ATTACK 70; DEFENCE 70,"70 Defence,  70 Attack"
5829,1107,Equip Full Torags Armour Set,Equip a full set of Torags items,Morytania,Combat,All,3,Hard,17.1,ATTACK 70; DEFENCE 70; STRENGTH 70,"70 Strength,  70 Defence,  70 Attack"
5830,1108,Equip Full Karils Armour Set,Equip a full set of Karils items,Morytania,Combat,All,3,Hard,20.1,DEFENCE 70; RANGED 70,"70 Ranged,  70 Defence"
5831,1109,Equip any piece of Crystal Armour,"Equip either the Crystal Helmet, Body or Legs",Tirannwn,Combat,All,3,Hard,74.4,DEFENCE 70,70 Defence Completion of   The Gauntlet
5832,1110,Receive a Dragonstone Amulet from an Impling,Receive a Dragonstone Amulet from a Crystal Impling,Tirannwn,Skill,,3,Hard,10.7,HUNTER 80,80 Hunter
5834,1111,Equip a Warped Sceptre,Obtain and Equip a Warped Sceptre,Kandarin,Combat,All,3,Hard,9.2,MAGIC 62; SLAYER 56,"62 Magic,  56 Slayer Completion of   The Path of Glouphrie"
5835,1112,Complete Path of Glouphrie,Complete the Path of Glouphrie quest,Kandarin,Quest,All,3,Hard,17.1,AGILITY 45; RANGED 47; SLAYER 56; STRENGTH 60; THIEVING 56,"60 Strength,  56 Slayer,  56 Thieving,  47 Ranged,  45 Agility Completion of   The Eyes of Glouphrie"
5836,1113,Feed Longramble,Deliver some Tangled Toads Legs to Longramble,Kandarin,Other,,3,Hard,4.9,COOKING 40,40 Cooking
5839,1114,Equip a two-handed Axe,Obtain and Equip a two-handed woodcutting axe from Forestry,Global,Minigame,,3,Hard,4.5,,
2134,1115,Get 750 Target points,Achieve 750 points in the Target minigame in the Ranging Guild,Kandarin,Minigame,Artisan,3,Hard,28,RANGED 40,40 Ranged
2146,1116,Beat Jacky Jester,Successfully copy Jacky the Jester to win,Global,Skill,,3,Hard,18.1,CONSTRUCTION 39,39 Construction
2148,1117,Pickpocket a King Worm,Pickpocket a gnome for a King Worm,Kandarin,Skill,,3,Hard,67.5,THIEVING 75,75 Thieving
2170,1118,Trade with Bardur,"Trade with Bardur, in Waterbirth island dungeon",Fremennik Province,Other,All,3,Hard,17.9,,
2312,1119,Have Drew create 500 buckets,Create 500 buckets of sand at Drew's sandstorm machine,Kharidian Desert,Skill,,3,Hard,17.3,MINING 35,35 Mining All buckets of sand must be claimed in one go.
2346,1120,Cook 20 Sharks in Darkmeyer,Cook 20 Sharks in Darkmeyer,Morytania,Skill,,3,Hard,38.5,COOKING 80,80 Cooking Partial completion of   Sins of the Father
2349,1121,Cross the Chaos Temple Stone Shortcut,Cross the Chaos Temple Stone Shortcut,Wilderness,Skill,,3,Hard,30.9,AGILITY 72,72 Agility
2410,1122,Craft 100 Blood runes,Craft 100 Blood runes at the Kourend Blood Altar,Kourend & Kebos,Skill,,3,Hard,22.3,CRAFTING 38; MINING 38; RUNECRAFT 77,"77 Runecraft,  38 Mining,  38 Crafting"
2412,1123,Complete the Shayzien Advanced Agility Course,Complete a lap of the Shayzien Advanced Agility Course,Kourend & Kebos,Skill,,3,Hard,38.4,AGILITY 45,45 Agility Any crossbow and a mith grapple
2459,1124,Catch 50 Grey Chinchompas,Catch 50 Grey Chinchompas,Global,Skill,,3,Hard,44.6,HUNTER 53,53 Hunter
2478,1125,Obtain a Kebab from the Certer Brothers,Obtain a Kebab from the Certer Brothers,Global,Other,All,3,Hard,16.8,,Obtaining a kebab while underwater will not complete the task
2772,1126,Harvest 25 Zamorak's Grapes,Harvest 25 Zamorak's Grapes,Kourend & Kebos,Skill,,3,Hard,19.1,COOKING 65; FARMING 36; PRAYER 50,"36 Farming,  50 Prayer,  65 Cooking"
2851,1127,Create 10 Dynamite,Create 10 Dynamite,Kourend & Kebos,Skill,All,3,Hard,16.3,MINING 42; WOODCUTTING 42,"42 Mining,  42 Woodcutting"
3791,1128,Defeat a Gang Boss,Defeat a Gang Boss,Kourend & Kebos,Combat,All,3,Hard,34.1,,
3796,1129,Scurrius Combat Achievements,Complete all of the Combat Achievements for Scurrius,Misthalin,Achievement,All,3,Hard,49.5,,See Scurrius#Combat Achievements
3799,1130,Use a teleport anchoring scroll,Use a teleport anchoring scroll,Wilderness,Combat,All,3,Hard,10.7,,
3803,1131,Open 15 Zombie Pirate Lockers,Open 15 Zombie Pirate Lockers,Wilderness,Combat,All,3,Hard,15.3,,
3804,1132,Open 50 Zombie Pirate Lockers,Open 50 Zombie Pirate Lockers,Wilderness,Combat,All,3,Hard,7.3,,
3805,1133,Redeem 50 Wilderness Agility Tickets,Redeem 50 Wilderness Agility Tickets,Wilderness,Skill,,3,Hard,37.8,AGILITY 52,52 Agility
3823,1134,Complete 50 Hunter Rumours,Complete 50 Hunter Rumours,Varlamore,Skill,,3,Hard,12.4,HUNTER 46,46 Hunter
3824,1135,Complete a Ribbiting Tale,Complete a Ribbiting Tale of a Lily Pad Labour Dispute,Varlamore,Quest,All,3,Hard,56.7,WOODCUTTING 15,15 Woodcutting
3825,1136,Use the Bank Chest inside Fortis Colosseum,Use the Bank Chest inside Fortis Colosseum,Varlamore,Combat,All,3,Hard,52.4,,"2,000 Glory"
3826,1137,Use the Fortis Salute emote,Use the Fortis Salute emote,Varlamore,Combat,All,3,Hard,28.4,,"20,000 Glory"
3828,1138,Complete Wave 6 of Fortis Colosseum,Complete Wave 6 of Fortis Colosseum,Varlamore,Combat,All,3,Hard,42.5,,
3833,1139,Equip a piece of Sunfire Fanatic,Equip a piece of Sunfire Fanatic armour,Varlamore,Combat,All,3,Hard,34.8,DEFENCE 40; PRAYER 60,"60 Prayer,  40 Defence"
3834,1140,Equip full Sunfire Fanatic,Equip a full set of Sunfire Fanatic armour,Varlamore,Combat,All,3,Hard,28.5,DEFENCE 40; PRAYER 60,"60 Prayer,  40 Defence"
3837,1141,Equip Echo Boots,Equip Echo Boots,Varlamore,Combat,All,3,Hard,33.9,DEFENCE 75,75 Defence
3841,1142,Equip full Blood Moon armour,Equip full Blood Moon armour,Varlamore,Combat,All,3,Hard,34.3,DEFENCE 50; STRENGTH 75,"75 Strength,  50 Defence Completion of   Perilous Moons"
3843,1143,Equip full Eclipse Moon armour,Equip full Eclipse Moon armour,Varlamore,Combat,All,3,Hard,23.2,DEFENCE 50; RANGED 75,"75 Ranged,  50 Defence Completion of   Perilous Moons"
3845,1144,Equip full Blue Moon armour,Equip full Blue Moon armour,Varlamore,Combat,All,3,Hard,25.2,DEFENCE 50; MAGIC 75,"75 Magic,  50 Defence Completion of   Perilous Moons"
3851,1145,Subdue the Moons of Peril 50 times,Subdue the Moons of Peril 50 times,Varlamore,Combat,All,3,Hard,22.9,,Completion of   Perilous Moons
3852,1146,Craft 1000 Sunfire Runes,Craft 1000 Sunfire Runes,Varlamore,Skill,,3,Hard,13.4,RUNECRAFT 33,33 Runecraft
3856,1147,Create 100 Jugs of Blessed Sunfire Wine,Create 100 Jugs of Blessed Sunfire Wine,Varlamore,Skill,,3,Hard,17.6,,"Wines do not have to be blessed, making 100 jugs of sunfire wine will complete the task"
3858,1148,Check the health of Mahogany Tree in Marcellus's Patch,Check the health of Mahogany Tree in Marcellus's Patch,Varlamore,Skill,,3,Hard,14.3,FARMING 55,55 Farming Completion of   The Ribbiting Tale of a Lily Pad Labour Dispute
3860,1149,Catch 25 Sunlight Antelopes,Catch 25 Sunlight Antelopes,Varlamore,Skill,,3,Hard,36.1,HUNTER 72,72 Hunter
3884,1150,Steal a Blessed Bone Statuette,Steal a Blessed Bone Statuette,Varlamore,Skill,,3,Hard,63.6,THIEVING 50,50 Thieving
3889,1151,Equip full Guild Hunter Outfit,Equip full Guild Hunter Outfit,Varlamore,Skill,,3,Hard,13.6,HUNTER 46,46 Hunter
3891,1152,Obtain the Huntsman's Kit,Obtain the Huntsman's Kit,Varlamore,Skill,,3,Hard,36.4,HUNTER 46,46 Hunter
3892,1153,Open a Master Hunter's Loot Sack,Open a Master Hunter's Loot Sack,Varlamore,Skill,,3,Hard,20.1,HUNTER 91,91 Hunter
3897,1154,Cook 100 Moonlight Antelopes,Cook 100 Moonlight Antelopes,Varlamore,Skill,,3,Hard,9.6,COOKING 92; HUNTER 91,"91 Hunter,  92 Cooking"
5908,1155,Chop 20 Magic Logs in Varlamore,Chop 20 Magic Logs in Varlamore,Varlamore,Skill,,3,Hard,38.6,WOODCUTTING 75,75 Woodcutting
5912,1156,1 Araxxor Kill,Kill the Araxxor in Morytania Spider cave,Morytania,Combat,,3,Hard,56.7,SLAYER 92,92 Slayer
5913,1157,50 Araxxor Kills,Kill the Araxxor in Morytania Spider cave 50 times,Morytania,Combat,,3,Hard,43.2,SLAYER 92,92 Slayer
5914,1158,150 Araxxor Kills,Kill the Araxxor in Morytania Spider cave 150 times,Morytania,Combat,,3,Hard,22.2,SLAYER 92,92 Slayer
5918,1159,Equip Aranea Boots,Equip Aranea Boots,Morytania,Combat,All,3,Hard,43,SLAYER 92,92 Slayer
5920,1160,50 Hueycoatl Kills,Kill the Hueycoatl in Varlamore 50 times,Varlamore,Combat,All,3,Hard,10.3,,
5921,1161,150 Hueycoatl Kills,Kill the Hueycoatl in Varlamore 150 times,Varlamore,Combat,All,3,Hard,2.4,,
5923,1162,Equip full Hueycoatl armour,Equip full Hueycoatl armour,Varlamore,Combat,All,3,Hard,8.3,CRAFTING 88; DEFENCE 40; RANGED 70,"88 Crafting,  70 Ranged,  40 Defence"
5924,1163,Purchase the Reagents Pouch,Purchase the Reagents Pouch from the Mixology shop,Varlamore,Skill,,3,Hard,10.1,HERBLORE 60,60 Herblore
5926,1164,Equip full Alchemists outfit,Equip full Alchemists outfit from the Mixology shop,Varlamore,Skill,,3,Hard,12.7,HERBLORE 60,60 Herblore
5927,1165,Make 50 Goading Potions,Make 50 Goading Potions,Varlamore,Skill,,3,Hard,20.9,HERBLORE 60,60 Herblore
5928,1166,Make 100 Prayer Regeneration Potions,Make 100 Prayer Regeneration Potions,Varlamore,Skill,,3,Hard,18.2,HERBLORE 60,60 Herblore
5931,1167,Equip a Zombie Axe,Equip a Zombie Axe,Misthalin,Combat,All,3,Hard,36.4,ATTACK 65; SMITHING 70,"70 Smithing,  65 Attack"
5933,1168,50 Amoxliatl Kills,Kill the Amoxliatl in Varlamore 50 times,Varlamore,Combat,All,3,Hard,19.5,SLAYER 48,48 Slayer
5934,1169,150 Amoxliatl Kills,Kill the Amoxliatl in Varlamore 150 times,Varlamore,Combat,All,3,Hard,5.1,SLAYER 48,48 Slayer
5936,1170,Equip Glacial Temotli,Equip the Glacial Temotli,Varlamore,Combat,All,3,Hard,52.6,ATTACK 55; SLAYER 48,"48 Slayer,  55 Attack"
1195,1171,Defeat 150 Tormented Demons,Defeat 150 Tormented Demons,Misthalin,Combat,All,3,Hard,9.7,,
1196,1172,Defeat 300 Tormented Demons,Defeat 300 Tormented Demons,Misthalin,Combat,All,3,Hard,4.1,,
1197,1173,Equip Burning claws,Equip Burning claws,Misthalin,Combat,All,3,Hard,10.3,ATTACK 60,60 Attack
1198,1174,Equip a Tormented Weapon,"Equip either Emberlight, Purging staff or Scorching Bow",Misthalin,Combat,All,3,Hard,17,ATTACK 77; MAGIC 77; RANGED 77,77 Attack OR ( 77 Magic AND  50 Attack) OR  77 Ranged
